SIREN;NIC 
407792522;36
407792522;36
407835727;22
408021517;11
408052280;26
408052280;26
408077667;25
408267342;17
408279701;10
408279701;10
408290229;17
408290229;25
408298115;36
408409449;27
408409449;27
408423762;17
408448892;13
408483683;12
408540896;11
408540896;29
408559052;19
408566537;10
408566537;28
408566537;28
408660595;609
408660595;880
408685816;3695
408762110;26
408762110;26
408822757;22
408822757;22
408875938;24
408878072;11
408878072;11
408878072;29
408878072;29
408878072;37
409004488;48
409004488;48
409010543;26
409044757;14
409214459;29
409214459;37
409422078;25
409422078;33
409471513;13
409471513;13
409474970;38
409474970;38
409564986;19
409608882;26
409656220;12
409689536;12
409695046;22
409703568;25
409703568;33
409806189;59
409806189;59
409806189;67
409852332;17
409852332;25
409869682;16
409947371;12
410139604;53
410139604;79
410219752;12
410219752;20
410283345;16
410283345;16
410347926;17
410347926;17
410365381;12
410365381;20
410431639;13
410435374;13
410435374;13
410479539;59
410486864;52
410486864;52
410504203;10
410504203;28
410562474;24
410590723;20
410590723;20
410601132;21
410601132;21
410722482;24
410722482;24
410946511;20
410946511;20
411017189;19
411029481;16
411129281;27
411169949;12
411169949;12
411222094;12
411277726;21
411284235;32
411284235;40
411306996;25
411306996;33
411306996;33
411387004;12
411387004;12
411415565;265
411415565;356
411547292;10
411619208;19
411722523;23
411780596;36
411801442;20
411801442;20
411803018;26
411803018;34
411884893;57
411898224;42
411966559;14
411966559;14
412046724;24
412111783;12
412115834;35
412133084;19
412133084;19
412269490;14
412269490;22
412321507;29
412364747;11
412368011;18
412416802;20
412420176;15
412445314;13
412445314;13
412487134;14
412621831;20
412696379;12
412862328;17
412924581;25
412924581;25
412986085;14
412986085;22
412989683;13
412995730;48
413084211;15
413090978;37
413120601;21
413120601;39
413124322;46
413156795;7130
413175050;58
413175050;58
413175050;74
413175050;74
413175050;82
413175050;140
413175050;140
413185430;27
413267998;16
413303777;44
413303777;44
413304189;25
413304189;33
413313610;11
413437153;21
413437153;21
413453838;42
413517392;69
413517392;77
413557166;27
413605239;16
413605239;16
413682048;58
413764945;15
413851205;26
413851205;26
413934902;11
413959859;21
414043547;10
414107821;38
414107821;38
414121046;26
414121046;26
414134569;14
414138842;631
414273268;22
414273268;22
414303677;10
414303677;10
414528299;12
414528299;20
414535542;40
414535542;40
414535542;57
414535542;57
414535542;73
414535542;73
414535542;81
414535542;81
414535542;99
414535542;99
414535542;107
414535542;107
414535542;115
414583047;17
414583047;17
414620146;20
414620146;38
414742015;38
414742015;38
414756023;43
414756023;43
414790642;14
414790642;14
414790642;22
414790642;22
414790642;30
414799965;10
414799965;10
414844738;16
414844738;16
414875203;13
414875203;21
414875302;13
414875302;21
414959601;25
415014315;48
415014315;48
415014315;55
415014315;55
415068709;13
415068709;13
415098904;14
415173111;14
415299486;50
415299486;50
415378439;12
417550746;24
417550746;24
417567658;71
417606381;24
417606381;32
417622297;30
417622297;48
417635547;17
417635547;17
417638103;24
417671757;25
417738531;41
417751492;14
417837978;10
417901667;36
417959723;12
417961042;70
417961042;70
417995057;29
418062568;13
418062568;21
418071734;28
418129565;10
418189049;20
418189049;20
418328506;13
418388252;11
418393088;38
418393088;38
418526653;13
418734711;17
418734711;41
418734711;41
418734711;58
418734711;58
418734711;66
418734711;66
418734711;74
418734711;74
418734711;82
418734711;82
418734711;90
418734711;90
418734711;108
418734711;108
418776472;23
418776472;23
418839767;13
418839767;21
418840195;30
418840195;30
418872537;59
418872537;59
418872537;67
418872537;67
418872537;75
418872537;75
418872537;83
418872537;83
418872537;91
418872537;91
418872537;117
418872537;125
418872537;125
418872537;133
418872537;133
418874483;13
418874483;21
419004890;85
419019237;17
419019237;17
419225891;29
419225891;37
419326954;15
419326954;23
419447222;29
419513874;18
419542808;11
419542808;11
419635826;52
419635826;60
419737424;12
419737424;12
419737424;20
419737424;20
419737424;38
419737424;38
419738281;15
419878467;28
419922232;14
419922232;14
419935085;37
420024549;16
420107195;18
420107195;18
420107195;26
420107195;26
420144925;21
420144925;21
420173148;16
420173148;16
420173148;24
420173148;24
420173148;40
420173148;40
420283178;36
420287914;55
420287914;55
420324501;22
420340416;23
420373011;30
420373011;30
420379638;26
420523904;19
420523904;19
420557175;15
420557175;15
420557175;23
420557175;23
420603854;27
420603854;27
420609885;25
420609885;33
420794943;27
420846867;59
420846867;59
420846867;67
420867228;33
420871717;21
420877888;16
420877888;16
420980484;18
420980484;18
420981433;14
420981433;14
421009556;34
421009556;42
421095142;20
421095142;20
421263930;16
421263930;24
421300856;26
421300856;42
421334061;15
421334061;15
421462060;37
421462060;45
421559865;25
421576463;28
421576463;28
421667700;23
421667700;23
421753914;33
421753914;33
421771205;18
421771205;18
421771205;26
421771205;26
421871286;25
421871286;33
421923822;74
421996380;18
421996380;18
422005025;16
422005025;24
422029454;10
422029454;10
422095729;22
422095729;22
422134650;15
422149005;15
422153270;18
422153270;26
422153270;26
422153270;34
422153270;34
422162263;46
422173021;78
422184929;137
422283036;16
422283036;16
422283036;24
422381673;25
422381673;33
422443846;23
422443846;23
422450270;18
422452458;17
422503490;19
422503490;27
422503490;27
422559336;17
422613547;21
422613547;39
422778589;16
422778589;16
422933457;18
422933457;18
422939355;59
422982009;17
422982009;17
422982009;25
423022946;10
423022946;10
423059104;20
423059104;38
423083492;11
423104033;42
423104033;59
423104033;59
423180769;14
423180769;22
423203983;48
423299791;16
423299791;24
423318120;15
423318120;15
423360833;36
423438860;45
423438860;45
423453448;56
423453448;56
423541119;16
423541119;24
423563675;36
423570803;27
423570803;27
423586411;13
423586916;11
423643501;12
423669167;29
423681444;34
423681444;34
423924588;19
423934066;22
423935071;54
423935071;54
423935691;34
423935691;34
423967934;39
423967934;39
423988880;21
423988880;21
423988880;138
423988880;138
423988880;146
423988880;146
423988880;161
423988880;161
423988880;179
423988880;179
423988880;187
423988880;187
423988880;195
423988880;195
423988880;203
423988880;203
423988880;237
423988880;237
423988880;245
423988880;245
423988880;252
423988880;252
423988880;260
423988880;260
423988880;278
423988880;278
423988880;286
423988880;286
423988880;294
423988880;294
423988880;302
423988880;302
423988880;310
423988880;310
423988880;328
424080638;10
424080638;28
424165959;34
424165959;34
424172088;17
424172088;17
424179125;28
424199586;19
424382026;54
424382026;54
424382026;70
424382026;70
424397750;11
424478436;100
424695757;23
424695757;23
424695757;64
424695757;64
424695757;114
424695757;114
424695757;130
424695757;130
424695757;148
424695757;148
424695757;155
424695757;155
424695757;163
424695757;163
424695757;171
424695757;171
424695757;189
424695757;189
424695757;197
424695757;197
424695757;205
424695757;205
424695757;213
424827343;15
424827343;15
424827343;31
424924629;27
424924629;35
424991180;11
424991180;29
425021078;34
425021078;34
425039427;66
425039427;74
425064714;57
425128758;33
425128758;41
425161023;14
425181310;11
425188067;28
425188067;28
425188067;36
425222650;11
425281235;19
425312725;12
426650099;28
426650099;28
427442439;19
427443866;12
427535281;13
427571047;13
427575014;19
427703202;23
427770995;12
428108203;20
428128425;25
428128425;25
428208003;15
428208003;23
428209977;19
428212153;20
428228795;12
428232276;41
428352835;14
428357446;15
428362255;13
428366058;17
428372635;14
428383186;15
428390736;18
428487243;43
428579734;16
428584387;16
428588396;13
428588396;13
428642110;20
428642110;20
428743199;47
428743199;47
428743199;70
428743199;70
428743199;96
428743199;138
428743199;138
428856355;14
428949713;13
429121866;41
429121866;41
429125156;35
429125156;35
429275928;19
429292832;12
429334394;39
429411028;54
429414402;17
429414402;17
429414402;25
429414402;33
429414402;33
429414402;41
429414402;41
429432776;12
429548043;26
429548043;26
429561715;21
429561715;39
429651417;33
429651417;33
429671613;33
429671613;33
429747884;14
429748643;47
429748643;47
429804768;27
429804768;27
429804768;35
429804768;35
429852650;10
429882640;15
429882640;15
429903891;27
429948318;10
429948318;10
429948318;28
429956527;15
429998073;10
430048090;12
430048090;20
430106278;244
430106278;251
430106278;376
430106278;384
430147488;59
430147488;67
430174268;10
430222851;31
430222851;49
430254813;32
430254813;32
430264606;20
430264606;38
430289793;19
430306365;56
430328773;48
430471870;47
430483131;16
430522995;17
430542415;12
430543470;16
430553396;10
430594796;20
430798728;19
431090562;15
431090562;15
431209675;13
431285055;31
431285055;31
431301779;10
431301779;28
431437300;12
431437300;20
431439843;27
431565878;37
431565878;37
431688159;34
431757871;48
431757871;55
431916428;11
431916428;11
431916428;29
431916428;29
431916428;37
431916428;37
431916428;45
431916428;45
431916428;52
431916428;52
431952217;13
432091585;54
432091585;54
432110435;26
432160182;31
432160182;31
432170512;29
432170512;29
432193704;17
432235562;35
432235562;35
432285013;12
432363927;26
432363927;26
432363927;34
432363927;34
432388692;27
432398758;24
432458354;11
432475572;33
432475572;41
432689388;36
432739878;28
432739878;28
432739878;36
432759777;19
432796183;15
432796183;23
432843878;21
432843878;39
432843878;39
432906477;18
432906477;26
432951390;25
432990380;52
432998268;10
432998268;28
433045663;21
433045663;39
433045663;39
433055852;50
433093382;29
433110160;28
433179041;69
433179041;77
433241437;48
433278991;16
433278991;16
433403169;17
433413978;27
433413978;27
433567294;106
433567294;106
433567294;114
433578994;17
433578994;17
433578994;25
433578994;25
433626306;24
433638962;38
433682143;1855
433705365;32
433705365;40
433705365;65
433705365;73
433705365;81
433705365;107
433705365;115
433705365;123
433705365;131
433774460;29
433774460;29
433844115;25
433844115;25
433844115;33
433901451;16
433947868;17
433947868;17
433999356;13104
434174447;20
434179057;14
434236105;20
434276176;22
434276176;22
434292009;25
434292009;25
434462073;17
434462073;17
434462073;25
434462073;25
434472999;37
434473468;16
434473468;16
434484861;27
434487880;16
434492799;11
434492799;11
434492799;29
434492799;29
434492799;37
434492799;37
434492799;45
434492799;45
434691762;18
434691762;18
434827648;32
434827648;32
434845723;31
434876496;44
434876496;44
434903449;16
434903449;16
434903449;40
434903449;40
434942348;13
434942348;13
435070479;25
435070479;25
435076856;36
435076856;36
435164801;19
435164801;19
435336409;14
435384664;23
437506884;34
437526346;14
437564537;11
437564537;29
437680531;13
437680879;16
437680879;24
437688138;19
437688138;19
437688138;27
437688138;27
437689904;21
437712813;25
437784028;31
437831506;47
437832306;17
437839616;46
437839616;46
437896764;28
438076234;22
438077067;25
438144271;30
438144271;30
438191710;21
438209728;31
438209728;49
438209728;49
438245698;24
438245698;24
438245698;32
438245698;32
438288011;10
438327215;10
438327215;28
438379604;38
438466229;38
438531964;23
438698532;19
438698532;19
438749160;26
438749160;26
438784175;38
438790610;36
438790610;36
438858656;20
439010661;15
439018334;45
439018334;45
439067612;51
439067612;51
439113275;36
439144171;22
439144171;22
439207002;49
439241332;22
439241332;22
439272139;23
439348103;29
439393844;63
439491069;19
439491069;100
439491069;159
439747635;19
439747635;27
439772799;11
439772799;29
439793811;1660
439793811;1660
439850603;10
439850603;36
439873514;12
439873514;46
440064574;13
440064574;13
440136836;36
440141570;42
440141570;42
440141570;59
440141570;59
440191476;17
440191476;25
440191476;25
440191476;33
440231454;40
440250850;11
440250850;29
440320760;18
440320760;18
440355931;13
440355931;13
440387157;25
440387157;33
440478485;38
440526770;27
440526770;27
440603728;39
440649747;27
440788172;11
440788172;11
440869642;56
440880458;29
440880458;37
440980092;25
440980092;25
441017787;25
441017787;25
441017787;33
441050911;29
441050911;29
441050911;37
441050911;37
441061363;12
441061363;12
441069374;11
441069374;29
441217262;43
441217262;43
441217262;50
441217262;50
441217262;68
441217262;68
441217262;76
441217262;76
441217262;84
441217262;84
441217262;92
441217262;92
441217262;100
441217262;100
441224565;32
441224565;32
441224565;40
441224565;40
441224565;57
441231313;46
441231313;46
441231313;53
441289691;38
441289691;38
441305703;15
441364387;23
441364387;23
441438439;16
441451515;49
441507563;19
441507563;19
441507563;27
441507563;27
441507563;68
441507563;68
441634227;33
441634227;33
441680667;25
441680667;25
441680667;33
441701240;18
441701240;18
441793585;23
441808268;86
441819364;23
441819364;23
441819364;31
441822293;11
441830973;26
441830973;26
441967197;19
442017356;19
442017356;27
442021150;36
442021150;36
442081212;56
442081212;64
442134714;58
442141263;40
442256277;25
442256277;33
442273280;10
442282166;28
442282166;36
442424594;20
442424594;38
442587341;29
442587341;37
442591830;264
442613360;35
442613360;43
442621801;12
442660353;24
442660353;24
442680096;17
442713681;17
442743845;12
442743845;12
442743845;20
442743845;20
442743845;38
442805842;63
442835260;13
442835260;21
442835260;21
442835260;39
442835260;39
442878237;27
442878237;27
442903878;19
443019112;12
443043971;29
443043971;37
443145875;11
443145875;11
443145875;29
443145875;29
443148903;42
443148903;42
443148903;59
443148903;59
443203690;21
443239199;13
443261706;16
443261706;16
443274360;17
443314083;17
443314083;17
443347885;16
443347885;16
443381389;24
443481528;18
443481528;18
443605241;27
443611801;20
443691597;19
443691597;27
443697362;20
443749601;11
443749601;29
443771803;14
443771803;14
443778469;17
443778469;17
443779244;13
443779244;13
443806021;12
443860986;19
443867692;32
443876057;11
443906284;15
443906284;15
443928130;30
443928130;30
443937156;18
443983952;62
444020853;16
444020853;16
444134076;17
444169684;16
444169684;16
444230601;15
444230601;23
444475719;19
444475719;27
444522049;14
444522049;14
444525752;10
444525752;28
444525752;28
444624134;37
444624134;37
444784060;14
444793921;16
444801856;14
444803373;18
444803373;34
444903843;27
444903843;27
444928063;15
444928063;15
445069495;23
445069495;23
445094972;12
445094972;20
445367402;44
445367402;51
446570608;39
447472762;15
447472762;31
447497231;12
447497231;12
447497231;46
447497231;46
447615030;23
447624172;22
447624172;22
447651977;20
447664103;69
447664103;69
447768219;27
447785445;19
447785445;27
447828781;24
447828781;24
447841263;18
447861923;53
447979725;44
448056200;18
448056200;26
448075846;31
448075846;31
448091181;25
448091181;33
448171280;28
448171280;36
448181354;11
448181354;29
448210682;28
448210682;28
448210682;36
448210682;36
448210682;44
448210682;44
448289066;20
448293498;37
448293498;37
448355214;25
448355214;25
448393975;17
448405407;17
448405407;17
448446369;10
448446369;28
448480012;21
448480012;21
448537647;19
448590034;14
448590034;22
448590109;14
448590109;14
448590216;74
448590216;82
448635730;89
448652933;12
448652933;20
448737312;42
448923565;15
448923565;15
448975953;10
449028992;21
449028992;21
449053115;27
449058650;10
449058650;10
449060391;25
449060391;25
449089606;31
449090828;12
449130707;10
449130707;10
449148436;32
449149327;32
449149327;32
449159573;38
449203892;20
449219476;16
449219476;16
449219476;32
449219476;40
449219476;40
449219476;57
449227917;19
449249598;29
449249598;29
449275387;16
449281302;33
449319300;25
449319300;33
449356237;31
449356237;49
449501337;17
449501337;17
449569318;24
449610690;25
449624261;11
449624261;11
449630391;18
449648377;108
449648377;108
449704097;12
449741495;39
449741495;39
449752559;12
449752559;12
449752559;20
449814219;19
449814219;27
449875699;34
449875699;42
449889476;15
449949510;27
449949510;27
449968437;11
449968437;37
450048582;16
450056494;13
450056775;23
450056775;23
450115050;20
450166210;10
450222211;10
450266242;12
450273867;33
450407325;49
450437215;20
450478318;22
450488630;10
450488630;28
450555719;27
450555719;35
450615075;14
450631890;24
450631890;24
450726591;24
450726591;24
450726591;40
450726591;40
450726591;57
450726591;65
450726591;65
450784640;10
450784640;10
450784640;28
450799499;30
450838859;20
450841762;13
450851415;15
450851415;15
450957709;55
450957709;55
450974332;14
450974332;14
450974332;30
450974332;30
450974332;48
450974332;48
450974332;55
450974332;55
450974332;63
450974332;63
450974332;71
450974332;71
450974332;89
450974332;89
450974332;97
450974332;97
450974332;105
451088462;28
451096549;14
451121164;60
451125306;22
451125306;22
451128813;32
451128813;32
451159990;14
451159990;22
451205090;58
451208664;73
451208664;73
451215016;28
451247456;44
451273890;33
451304430;23
451304430;23
451363998;43
451363998;43
451387484;20
451401178;12
451401178;12
451442396;60
451442396;60
451442396;78
451555676;27
451555676;35
451555676;35
451557805;20
451583694;18
451583694;18
451583694;26
451583694;26
451608590;43
451608590;43
451608590;50
451645485;17
451645485;17
451662886;30
451701171;14
451701171;14
451738629;18
451738629;18
451758841;14
451758841;14
451760532;23
451839591;18
451839591;18
451879514;37
451927131;16
451953822;25
451953822;25
452016595;12
452016595;12
452032964;28
452077084;13
452082860;35
452082860;43
452135221;37
452135221;37
452158884;18
452158884;18
452232275;19
452232275;19
452246283;33
452291925;41
452291925;41
452349731;29
452349731;29
452466360;24
452466360;24
452517337;13
452517337;21
452605314;31
452605314;31
452689250;36
452725823;28
452732563;13
452732563;21
452903032;103
452903032;103
452903032;111
452903032;111
452903032;137
452903032;137
452964836;12
452964836;12
452989668;36
452989668;36
453020828;35
453020828;43
453028607;27
453028607;27
453029993;46
453029993;46
453081820;46
453136467;25
453136467;25
453214884;18
453214884;26
453259012;12
453271405;12
453271405;12
453283483;23
453283483;23
453377335;30
453377335;48
453480139;14
453480139;22
453497422;15
453504029;27
453504029;35
453559213;13
453559213;13
453559213;39
453568701;16
453578395;15
453578395;15
453675423;17
453675423;17
453720955;13
453720955;13
453794018;11
453794018;11
453924938;21
453924938;21
453969339;36
475483319;2679
475483319;2679
477181010;1735
477181010;1743
477181010;1750
477493621;49
477556294;15
477556294;15
477556294;23
477599302;15
477742340;29
477755094;26
477773212;14
477773212;14
477781538;20
477781538;38
477903959;21
477914972;13
477914972;13
477914972;47
477914972;47
477914972;54
477925085;29
477925085;37
477925085;37
477925085;45
477963375;27
477963375;27
477976930;16
477976930;24
478003791;17
478003791;17
478049174;38
478049174;38
478108723;14
478115645;77
478160138;28
478160138;36
478174659;27
478174659;35
478203755;28
478203755;36
478203755;36
478250889;19
478250889;19
478342330;14
478342330;22
478425770;11
478532427;18
478573637;20
478573637;20
478607211;24
478607211;32
478630080;16
478630080;24
478655459;12
478655459;12
478661978;13
478661978;13
478882822;24
478920002;27
478920002;35
479121998;13
479121998;13
479140246;22
479160236;28
479190597;19
479190597;19
479203960;22
479203960;22
479226300;24
479226300;32
479231540;10
479231540;28
479232431;11
479232431;29
479275554;18
479391195;27
479395626;43
479395626;43
479421042;25
479421042;33
479437766;13
479437766;21
479459570;3933
479459570;4147
479487340;40
479506693;15
479506693;23
479596488;11
479596488;37
479638728;36
479694911;13
479694911;13
479694911;39
479724841;24
479762890;16
479766842;591
479883753;28
479998734;12
479998734;12
480076678;22
480076678;22
480077155;12
480077155;20
480090141;23
480090141;31
480095843;37
480175165;12
480175165;20
480175165;20
480218007;23
480218007;23
480236819;11
480251461;12
480251461;12
480277268;37
480277268;37
480277268;45
480277268;45
480277268;52
480277268;52
480277268;60
480291459;18
480291459;34
480393446;103
480418763;11
480523257;24
480523257;24
480558790;30
480575570;35
480575570;35
480608116;20
480608116;20
480608116;38
480608116;38
480618479;53
480618479;53
480646488;35
480646884;19
480653468;11
480653468;11
480674373;18
480688225;14
480688225;22
480703263;24
480753565;39
480753565;39
480763119;17
480773647;56
480773647;64
480775527;17
480778745;12
480782978;13
480782978;13
480783612;17
480783612;17
480806124;32
480806124;40
480822543;25
480832302;16
480832302;24
480942218;37
480942218;37
481016012;25
481128650;27
481282333;14
481282333;22
481282333;22
481291599;68
481415453;10
481422475;89
481422475;89
481422475;97
481422475;97
481422475;105
481422475;105
481422475;113
481422475;113
481422475;121
481422475;121
481422475;139
481422475;139
481422475;147
481422475;147
481422475;154
481422475;154
481422475;162
481422475;162
481472751;17
481513075;12
481695567;26
481756757;29
481823540;44
481823540;51
481823540;51
481823540;69
481823540;69
481979128;16
481979128;24
482006244;73
482159035;21
482237963;12
482237963;12
482430105;23
482448495;10
482554896;35
482554896;35
482580834;18
482612082;16
482612082;16
482619293;46
482619293;53
482635851;33
482654175;25
482654175;33
482729894;22
482841996;10
482899689;12
482899689;20
482899689;20
482899689;38
483051678;33
483060042;23
483060042;23
483067005;31
483164208;33
483164208;33
483168498;36
483168498;36
483173290;30
483173290;30
483183539;12
483183539;20
483236907;26
483249348;10
483285284;87
483285284;95
483285284;95
483285284;103
483285284;103
483324372;42
483324372;59
483340923;18
483340923;67
483352043;28
483365912;11
483376299;36
483389045;12
483389045;12
483389045;20
483389045;20
483389045;38
483389045;38
483419321;29
483474995;22
483474995;22
483491262;18
483491262;26
483531620;19
483531620;19
483531620;27
483612768;59
483713962;15
483713962;15
483771192;26
483773982;36
483828802;31
483830287;15
483830519;11
483956785;16
483956785;24
483960712;48
483960712;55
483961165;14
483961165;14
483961165;22
483961165;22
483961165;48
483961165;55
484024310;35
484024310;35
484124441;29
484124441;45
484124441;45
484124441;52
484153531;21
484216064;28
484216064;28
484286992;58
484372495;24
484372495;32
484472840;12
484490941;24
484490941;24
484532445;18
484553722;22
484553722;22
484585781;12
484585781;12
484699889;65
484699889;65
484779376;17
484839352;24
484962931;16
484992912;10
484992912;28
485005367;19
485005367;27
485006860;20
485006860;38
485014898;12
485084057;10
485128169;29
485175186;124
485219307;17
485219307;17
485219307;25
485219307;25
485223259;22
485341648;15
485377147;56
485377147;56
485377147;64
485377147;64
485377147;72
485377147;72
485377147;114
485377147;114
485377147;122
485377147;122
485377147;130
485377147;148
485377147;148
485377147;155
485377147;155
485377147;163
485377147;163
485377147;171
485377147;171
485377147;189
485380513;13
487423972;16
487437261;26
487437261;26
487477291;24
487477291;24
487505190;32
487505190;32
487505190;40
487570681;22
487590960;18
487590960;26
487604670;25
487612905;17
487661191;14
487661191;22
487677858;10
487712325;25
487712325;33
487712325;33
487754814;43
487761124;30
487761124;30
487799835;45
487872145;15
487878928;34
487878928;34
487955932;24
487955932;32
487961179;16
487961179;24
487961179;24
487981441;57
487981441;57
488016536;28
488075250;16
488075250;16
488075250;24
488075250;32
488075250;32
488081332;14
488081332;22
488096439;36
488096439;36
488117847;27
488117847;27
488118977;21
488167784;21
488172370;22
488236043;37
488277856;24
488277856;32
488324054;29
488324054;37
488340019;14
488381484;10
488399098;34
488399098;34
488399098;42
488521014;24
488521014;24
488566894;17
488569336;16
488569336;16
488588112;34
488588112;34
488611526;36
488633181;26
488647140;18
488647140;18
488647140;26
488647140;26
488801168;11
488801168;37
488842717;16
488842717;24
488927138;39
488927138;47
488937616;16
488942772;69
488942772;69
488990748;29
489005827;14
489024661;48
489024661;48
489041459;20
489041459;20
489047118;18
489047118;26
489090290;29
489269712;27
489328013;11
489417873;28
489417873;28
489417873;36
489417873;36
489445197;28
489445197;28
489623736;27
489624825;27
489626960;20
489652743;27
489652743;35
489670331;11
489740043;18
489740043;18
489769703;39
489771642;27
489771642;35
489773127;43
489773127;50
489773630;20
489805952;12
489805952;12
489830851;31
489834762;51
489859462;58
489859462;66
489953851;16
489977348;15
489977348;31
489982603;16
489982603;24
490005980;84
490075397;29
490075397;29
490172038;21
490172038;21
490344801;17
490346798;21
490346798;39
490403284;22
490428455;29
490428455;29
490679941;16
490679941;16
490696572;26
490711967;11
490730876;45
490730876;45
490774098;35
490774098;43
490802139;25
490810363;39
490929320;45
490936390;31
490970001;15
490970001;15
490999877;64
490999877;72
491063491;30
491064333;33
491064333;41
491118378;26
491118378;26
491118378;34
491118378;34
491118378;42
491118378;42
491118378;59
491118378;59
491118378;67
491118378;67
491118378;83
491118378;83
491118378;91
491118378;91
491118378;109
491118378;109
491118378;117
491118378;117
491118378;133
491118378;133
491118378;141
491118378;141
491118378;158
491118378;158
491118378;166
491118378;166
491118378;174
491118378;174
491118378;182
491118378;182
491118378;190
491118378;190
491118378;208
491118378;208
491118378;216
491118378;216
491118378;224
491130571;20
491236410;24
491261004;23
491261004;23
491362380;25
491396735;20
491396735;20
491551859;11
491551859;29
491576799;28
491576799;28
491630414;28
491630414;28
491653473;34
491660106;23
491667622;30
491760716;28
491783825;20
491783825;20
491931614;11
492002159;19
492009782;37
492009782;37
492024534;17
492024534;25
492053814;17
492053814;17
492120472;13
492120472;21
492121041;15
492121041;15
492214911;41
492316153;47
492316153;47
492339791;47
492339791;47
492353313;41
492353313;41
492414503;10
492414503;28
492424080;41
492425442;59
492425442;59
492533070;24
492549761;12
492549761;20
492639893;14
492639893;30
492677539;16
492677539;16
492771324;34
492771324;42
492924055;14
492924055;14
492924055;22
492924055;30
492985502;29
493002786;33
493012082;27
493012082;27
493012082;35
493012082;35
493106371;21
493143440;37
493232698;32
493232698;40
493349021;11
493380901;14
493598437;17
493598437;17
493598437;25
493598437;25
493598437;58
493598437;58
493598437;66
493598437;66
493598437;74
493598437;74
493604342;11
493756597;24
493797930;10
493797930;28
493819221;34
493819221;42
493883201;29
493883219;13
493883219;21
493895296;41
493895296;58
493940126;29
493940126;37
493951677;19
493951677;19
493956106;14
493976039;21
494043755;11
494052152;43
494052152;43
494052152;50
494052152;68
494052152;68
494057276;45
494096100;40
494165277;26
494209604;29
494209604;37
494224082;29
494233703;11
494234545;23
494234545;31
494257298;13
494321680;14
494325780;18
494382096;50
494382096;50
494541295;23
494541295;23
494693765;13
494693765;13
494693765;21
494939804;14
494939804;22
494990112;18
494990112;26
494990112;26
495012056;42
495012056;59
495046856;37
495056004;49
495186660;25
495186660;25
495186660;41
495186660;41
495220279;22
495221400;23
495221400;31
495275711;28
495275711;44
495275711;44
495275711;51
495275711;51
495288250;14
495288250;14
495288250;22
495288250;22
495288250;30
495288250;30
495288250;48
495288250;48
495288250;55
495288250;55
495407306;10
496320151;46
496320151;46
497559096;19
497714055;17
497722538;53
497722538;61
497839878;20
497853226;15
497893701;19
497893701;27
497909937;11
497942656;16
497942656;16
497942656;24
497942656;32
498044460;26
498059898;11
498059898;29
498069178;16
498069178;16
498142082;11
498142082;11
498190719;19
498203264;11
498210632;10
498253608;18
498253608;26
498297563;13
498297563;21
498398296;26
498398296;26
498482876;22
498482876;22
498482876;48
498482876;63
498482876;63
498517515;33
498541978;17
498541978;25
498567841;16
498567841;16
498608959;25
498660778;16
498660778;16
498663426;19
498688035;19
498688035;27
498753318;27
498753318;35
498798438;46
498798438;46
498840081;26
498872274;28
498900075;17
498978584;15
498978584;23
498980846;22
498980846;22
498985092;10
498985092;28
499006039;14
499039741;24
499055952;59
499124659;24
499137479;14
499299121;32
499354702;49
499354702;56
499363885;25
499363885;25
499378198;34
499413375;19
499413375;27
499495836;11
499495836;29
499660389;28
499660389;36
499674679;34
499835460;35
499835460;50
499839900;10
499839900;10
499868834;15
499941219;28
499948834;19
499948834;35
499978955;15
499978955;15
500027313;13
500027313;21
500046156;13
500046156;21
500047329;15
500060314;19
500060314;27
500115159;13
500119417;11
500164694;35
500167101;20
500167101;20
500167101;38
500167101;38
500167101;46
500167101;46
500167101;53
500258298;16
500271945;23
500271945;23
500276738;19
500276738;27
500316377;34
500316377;34
500321211;12
500326152;47
500370309;22
500370309;30
500515622;16
500515622;16
500593728;16
500593728;16
500697537;32
500803002;12
500803002;20
500840400;21
500840400;39
500840400;39
500840400;47
500840400;47
500840400;54
500871827;19
500871827;27
500871827;27
500871827;35
500886668;10
500914171;29
500914171;37
500924246;27
500924246;27
500924246;35
500924246;35
500924246;43
500924246;43
500924246;50
500924246;50
500924246;68
500924246;68
500924246;76
500924246;76
500968854;33
501030654;13
501166466;59
501166466;67
501174353;18
501174353;18
501179543;19
501241145;25
501241145;25
501261069;30
501261069;30
501275903;26
501275903;26
501342455;18
501391163;34
501391163;34
501406573;29
501425805;22
501425805;22
501475552;29
501475552;37
501475552;37
501503064;13
501503064;13
501511661;24
501511661;24
501521611;19
501521611;19
501541239;49
501570501;38
501570501;38
501612618;14
501612618;22
501616528;11
501616528;29
501629786;77
501759161;18
501759161;18
501835870;38
501849830;28
501960322;37
502009673;26
502009673;26
502034895;24
502144728;32
502174212;48
502174212;55
502197866;10
502246986;17
502246986;25
502275274;20
502275274;20
502293723;57
502293723;57
502294895;29
502294895;37
502321961;26
502339039;21
502400831;25
502400831;25
502473838;14
502473838;14
502473838;22
502530975;15
502530975;15
502530975;23
502541329;12
502541329;20
502566532;45
502566532;52
502566532;52
502711369;12
502711369;12
502727043;15
502727043;23
502733876;36
502733876;36
502739188;22
502739188;22
502739188;30
502739188;30
502791692;10
502791692;10
502791692;28
502791692;28
503046344;19
503046344;19
503047243;20
503047243;53
503047243;53
503099939;12
503108094;15
